1.9497760409798518e-57,2.474457831217307e-50,1.042509261997485e-74
6.536538699082252e-06,9.824244888973336e-08,4.4021944609637586e-10
1.0204372841644765e-16,3.177708198408507e-19,1.0124733417300588e-21
9.81366838138396e-41,7.801736106470414e-41,7.247039277150904e-56
4.5972659369508156e-209,7.897177867873472e-212,9.214392993088306e-216
9.150572273250258e-37,9.510789026843047e-32,3.3193370018754565e-31
5.726280579927696e-17,1.4300691007511433e-19,1.5572267306137746e-33
1.8213745097096484e-38,2.0075061360259826e-35,3.751641108138996e-46
6.609863810537405e-18,1.9851474680804092e-16,3.725270150099475e-18
5.43591335839177e-12,4.271472599817312e-12,1.3764811941671155e-14
3.3012281671788903e-22,3.0961017833036772e-28,5.18454440202516e-30
6.204131616667173e-32,1.9306270405730954e-32,1.7388020299274348e-38
0.024739082094459925,0.00021268638014096714,0.0022712256359821957
0.0002882954862442955,1.4929926476430124e-06,4.425160834847729e-22
5.159313537303375e-08,4.321304255904927e-10,4.5796161615175005e-06
4.872308209669093e-53,2.0636590148035112e-53,5.402572810478224e-51
9.436191170773516e-23,2.635966717401662e-26,3.2052303513303004e-31
3.3435862846622416e-28,2.311135968059771e-28,1.2815471629596986e-28
4.807696307133572e-53,5.156253722373493e-59,1.0292022782586087e-54
7.426422708261954e-37,2.5532615481933228e-39,3.5697404988754035e-40
5.044678307956622e-128,1.763966967823744e-128,5.792481048679112e-129
4.805202944091857e-28,2.5030079553263925e-27,6.868680818866819e-38
3.708062262832654e-32,1.3525375917275648e-31,1.0895156928255848e-35
8.513663693693216e-48,2.538718568854516e-49,1.6541579234865179e-47
2.091979820940462e-28,1.6744724802379386e-27,3.427801934519051e-40
1.2287195728292524e-62,1.1271645065189048e-61,5.524639655854138e-63
5.3322689944916715e-51,1.603232987208841e-52,1.6722869134125532e-59
6.510397815094889e-15,2.190616368931818e-18,1.4770102529731645e-16
2.3533264927994844e-63,3.1473833566853425e-64,2.9421540828232016e-69
